taxifromsiam.tripid,taxifromsiam.distance,taxifromsiam.originlat,taxifromsiam.originlon,taxifromsiam.deslat,taxifromsiam.deslon,taxifromsiam.origingrid,taxifromsiam.desgrid,taxifromsiam.totaltriptime,taxifromsiam.totaltriptimetopickup,taxifromsiam.avgspeed,taxifromsiam.trafficdelay,taxifromsiam.trafficdelaytopickup,taxifromsiam.waittime,taxifromsiam.costnew
58543,0.88,13.74537,100.54417,13.7456,100.53787,1262,1261,2,7,29.41176471,0,0,1,36
58544,6.9,13.74533,100.53768,13.73507,100.52282,1261,1322,0,13,35.9375,0,0,1,0
58548,12.28,13.75092,100.53862,13.73182,100.52465,1261,1384,0,62,27.80714286,0,23,6,0
58559,1.89,13.7456,100.5346,13.73307,100.52908,1261,1384,5,43,31.93548387,0,4,1,41
58594,1.88,13.75227,100.52753,13.74555,100.53355,1260,1261,0,6,27.95121951,0,0,4,0
58595,6.67,13.74552,100.53422,13.71978,100.5728,1261,1451,9,6,50.62068966,1,0,4,69
58600,4.69,13.73713,100.5531,13.72858,100.53413,1325,1385,0,12,36.95,0,2,16,0
58609,3.66,13.73927,100.54322,13.7475,100.55495,1324,1263,12,9,27.53333333,2,1,5,55
58611,7.14,13.7435,100.54543,13.71198,100.58073,1324,1514,19,5,26.69364162,2,0,4,74
58616,2.06,13.74548,100.53502,13.72897,100.53567,1261,1385,0,24,35.71428571,0,1,4,0
58625,4.09,13.74473,100.54385,13.72137,100.53078,1262,1447,16,64,30.40449438,1,10,17,55
58667,36.69,13.74432,100.53487,13.69287,100.75252,1261,-1,30,2,78.19937695,0,0,2,276
58676,4.95,13.74638,100.52915,13.72427,100.53887,1260,1385,0,16,30.84615385,0,1,0,0
58690,24.83,13.74223,100.55162,13.7134,100.47897,1325,1503,0,115,31.05482042,0,42,9,0
58746,5.2,13.75275,100.54648,13.74427,100.53057,1262,1261,0,20,28.21621622,0,4,0,0
58784,1.86,13.75073,100.53888,13.74553,100.53375,1261,1261,0,6,27.85,0,3,7,0
58785,11.77,13.74548,100.53397,13.74057,100.48375,1261,1318,23,6,45.78181818,1,3,7,99
58788,0.91,13.75007,100.54568,13.74703,100.54073,1262,1262,0,2,30.95238095,0,1,3,0
58789,4.28,13.74687,100.54072,13.7193,100.53837,1262,1447,6,2,44.8,2,1,3,58
58794,1.65,13.75158,100.52545,13.74553,100.53423,1260,1261,0,3,36,0,0,2,0
58795,3.94,13.74563,100.53618,13.75723,100.55777,1261,1201,6,3,44.9,1,0,2,54
58797,4.37,13.7498,100.54213,13.72905,100.53595,1262,1385,10,7,38.58227848,1,0,2,57
58810,3.74,13.73965,100.55607,13.72832,100.53373,1325,1385,0,11,26.55172414,0,2,4,0
58867,0.89,13.74255,100.5495,13.735,100.54858,1324,1324,2,1,18.77419355,0,0,1,36
58868,7.33,13.7348,100.54855,13.73133,100.5221,1324,1384,0,18,33.11111111,0,4,1,0
58904,4.3,13.73558,100.54255,13.7302,100.53672,1324,1385,0,11,39.81081081,0,2,4,0
58909,4.21,13.7444,100.53053,13.72898,100.55023,1261,1387,6,20,49.67857143,0,1,6,54
58943,6.01,13.7456,100.53443,13.75237,100.49043,1261,1257,22,26,24.53691275,3,8,2,70
58965,3.98,13.74353,100.54013,13.71908,100.53882,1324,1447,6,23,44.92857143,0,1,0,52
58975,4.74,13.74755,100.52263,13.75388,100.49167,1260,1257,13,14,32.33663366,1,1,1,59
59020,6.41,13.74545,100.53543,13.716,100.57387,1261,1451,11,11,42.3960396,1,2,5,68
59023,3.31,13.754,100.54055,13.73622,100.54628,1262,1324,0,9,30.59459459,0,2,1,0
59024,8.86,13.73695,100.5464,13.72285,100.50163,1324,1444,23,9,40.65771812,3,2,1,85
59043,0.05,13.74597,100.53315,13.74568,100.53345,1261,1261,0,0,9,0,0,1,0
59044,21.38,13.74558,100.53357,13.67875,100.48203,1261,1690,32,0,51.34256055,2,0,1,165
59104,7.59,13.74538,100.53522,13.75248,100.50565,1261,1258,36,27,24.95238095,12,24,2,96
59111,0.8,13.7449,100.5355,13.73848,100.53465,1261,1323,0,1,39,0,0,2,0
59114,7.74,13.73832,100.5428,13.75233,100.49075,1324,1257,33,13,21.21973094,5,0,2,83
59134,1.56,13.74465,100.53067,13.7352,100.52903,1261,1322,7,53,34.90322581,0,16,8,39
59137,0.12,13.74555,100.53008,13.74455,100.53028,1261,1261,0,1,17.2,0,0,2,0
59138,0.53,13.74433,100.53028,13.73965,100.52995,1261,1322,1,1,29.53846154,0,0,2,36
59182,5.12,13.74312,100.55323,13.73513,100.52267,1325,1322,0,13,29.12962963,0,0,1,0
59249,3,13.74478,100.5377,13.75737,100.52382,1261,1198,12,15,21.38271605,1,1,1,48
59251,6.53,13.74533,100.53637,13.78953,100.56517,1261,1016,23,30,33.91935484,10,13,28,86
59325,1.17,13.74437,100.53465,13.73458,100.53428,1261,1323,0,6,30.37037037,0,1,5,0
59403,1.98,13.75217,100.53165,13.73887,100.53418,1261,1323,6,27,30.93333333,2,6,1,45
59411,5.6,13.74435,100.52322,13.76483,100.49992,1260,1133,14,31,29.03076923,0,3,7,61
59429,3.33,13.74958,100.54845,13.7456,100.53498,1262,1261,0,18,26.04705882,0,2,6,0
59430,19.94,13.74545,100.53518,13.69612,100.53935,1261,1571,34,18,49.80434783,4,2,6,158
59435,7.62,13.75098,100.53863,13.7029,100.5034,1261,1568,0,24,32.3566879,0,4,3,0
59454,4.41,13.73737,100.55955,13.71735,100.57162,1325,1451,13,5,29.27083333,4,4,2,63
59500,19.66,13.74532,100.53497,13.77673,100.47898,1261,1069,26,14,58.24454148,0,3,5,148
59517,1.47,13.73573,100.54637,13.72753,100.54108,1324,1386,0,5,29.82857143,0,0,6,0
59537,0.59,13.74075,100.54332,13.7355,100.54243,1324,1324,0,0,47,0,0,1,0
59538,1.02,13.73515,100.54237,13.73885,100.54695,1324,1324,4,0,22.84848485,1,0,1,38
59539,9.01,13.73953,100.54653,13.72872,100.53495,1324,1385,0,36,23.1314741,0,5,2,0
59545,0.62,13.74622,100.5404,13.75038,100.5392,1262,1261,0,7,9.878787879,0,4,1,0
59546,10.07,13.75043,100.53903,13.81658,100.53195,1261,827,66,7,23.55390335,7,4,1,100
59550,8.19,13.74532,100.53568,13.72043,100.5582,1261,1449,23,5,33.17575758,5,0,10,86
59575,0.84,13.7532,100.52235,13.75685,100.5189,1260,1197,0,2,31.88888889,0,0,0,0
59658,7.58,13.74183,100.54353,13.72068,100.5285,1324,1446,0,29,32.79220779,0,3,2,0
59668,0.63,13.751,100.53842,13.75302,100.54165,1261,1262,0,3,11.82352941,0,1,3,0
59669,5.47,13.75312,100.54168,13.7887,100.55508,1262,1015,9,3,40.97777778,1,1,3,63
59687,4.18,13.74347,100.54035,13.72402,100.5162,1324,1445,10,98,34.39473684,2,12,1,57
59729,2.96,13.75343,100.54192,13.72877,100.5351,1262,1385,9,6,34.48148148,4,0,1,55
59775,2.45,13.74508,100.53825,13.74378,100.55682,1261,1325,10,13,19.86666667,3,0,4,50
59776,0.31,13.74363,100.55668,13.74092,100.55637,1325,1325,0,1,19.4,0,0,2,0
59777,5.04,13.74047,100.55652,13.72358,100.5518,1325,1449,8,1,48.57142857,1,0,2,60
59785,2.72,13.75338,100.52255,13.7635,100.53478,1260,1199,6,24,30.6779661,0,0,2,45
59796,0.29,13.7379,100.55963,13.73617,100.56127,1325,1326,0,4,13.63636364,0,3,1,0
59844,3.99,13.73823,100.54685,13.72905,100.53617,1324,1385,0,7,37.78082192,0,2,2,0
59866,4.07,13.75233,100.52735,13.72923,100.53542,1260,1385,0,14,25.06122449,0,0,5,0
59870,0.02,13.74657,100.53392,13.74638,100.5339,1261,1261,0,1,4,0,1,2,0
59871,1.32,13.74632,100.5335,13.74143,100.52555,1261,1322,5,1,26.11764706,1,1,2,40
59874,1.31,13.74538,100.53498,13.75202,100.52858,1261,1260,0,6,23.37931034,0,1,1,0
59875,6.79,13.752,100.52847,13.73247,100.5669,1260,1388,23,6,26.79268293,2,1,1,72
59888,0.13,13.74547,100.53043,13.74645,100.5299,1261,1260,0,1,20.33333333,0,0,0,0
59889,7.82,13.74632,100.52968,13.7731,100.4925,1260,1133,20,1,36.75912409,2,0,0,78
59917,2.37,13.74228,100.54973,13.72572,100.5434,1324,1386,0,4,36.97560976,0,1,3,0
59947,3.07,13.74355,100.54365,13.72403,100.53817,1324,1447,0,8,32.78787879,0,0,0,0
60005,0.33,13.73523,100.55315,13.73815,100.55305,1325,1325,0,1,24.6,0,0,4,0
60006,5.85,13.73827,100.55308,13.76903,100.52835,1325,1136,25,1,27.92481203,2,0,4,67
60054,9.48,13.74637,100.52993,13.80628,100.5287,1260,888,20,7,42.01342282,5,0,2,93
60056,5.6,13.74602,100.53322,13.71233,100.5419,1261,1510,12,23,45.16049383,0,0,3,61
60063,2.32,13.75003,100.53993,13.74532,100.5364,1261,1261,0,4,45.27272727,0,1,3,0
60064,10.98,13.74532,100.53647,13.76623,100.5597,1261,1139,25,4,30.70484582,2,1,3,96
60073,0.3,13.7434,100.5567,13.74073,100.55643,1325,1325,0,2,15.42857143,0,1,2,0
60074,7.89,13.74068,100.55643,13.70795,100.6144,1325,1517,15,2,41.30645161,0,1,2,74
60097,2.32,13.74468,100.53208,13.73232,100.52978,1261,1384,0,5,34.68181818,0,0,0,0
60121,0.05,13.74323,100.54015,13.74282,100.5401,1324,1324,0,0,13,0,0,1,0
60122,6.54,13.74275,100.54012,13.70543,100.53145,1324,1509,9,0,47.5106383,0,0,1,66
60128,11.96,13.74502,100.53868,13.69388,100.48127,1261,1628,17,10,56.43548387,1,2,4,100
60149,0.09,13.74557,100.54077,13.74618,100.54063,1262,1262,0,2,8.5,0,0,2,0
60150,4.19,13.74603,100.54055,13.74298,100.5091,1262,1320,17,2,24.50980392,2,0,2,58
60153,0.4,13.74318,100.54685,13.74337,100.5457,1324,1324,5,0,11.45454545,3,0,0,42
60154,5.56,13.74345,100.5457,13.71998,100.53847,1324,1447,0,33,31.2962963,0,18,7,0
60156,1.98,13.74463,100.53567,13.72897,100.53593,1261,1385,0,3,44.8,0,0,3,0
60170,3.5,13.74527,100.53782,13.74725,100.50938,1261,1258,0,15,19.97979798,0,3,1,0
60209,1.99,13.74588,100.53388,13.73213,100.5309,1261,1385,3,3,35.6,0,0,2,41
60221,3.14,13.74373,100.55325,13.75645,100.53952,1325,1199,0,17,23.225,0,3,1,0
60223,1.43,13.7512,100.53783,13.74373,100.54368,1261,1324,0,4,37.46153846,0,0,0,0
60224,3.62,13.74338,100.54377,13.72437,100.52287,1324,1384,10,4,31.15789474,2,0,0,54
60227,0.84,13.7456,100.53552,13.73828,100.5348,1261,1323,0,1,46,0,0,1,0
60229,1.68,13.74283,100.5473,13.73423,100.54058,1324,1386,0,5,28.47368421,0,0,1,0
60231,0.06,13.7441,100.54072,13.74415,100.5402,1324,1324,0,0,18.66666667,0,0,1,0
60232,3.04,13.74382,100.54015,13.72252,100.54492,1324,1448,9,0,30.06060606,2,0,1,51
60239,0.32,13.74733,100.52483,13.74698,100.5277,1260,1260,0,2,15.45454545,0,1,2,0
60240,2.27,13.74708,100.5279,13.75623,100.53327,1260,1199,15,2,23.20689655,3,1,2,49
60258,5.32,13.74598,100.53285,13.7715,100.56012,1261,1140,18,11,27.20325203,2,2,3,64
60364,11.61,13.74252,100.55148,13.7442,100.48228,1325,1318,17,69,45.90909091,0,29,19,96
60384,1.86,13.73872,100.54683,13.72462,100.54873,1324,1386,5,28,30.15789474,0,8,2,41
60421,3.95,13.74452,100.53308,13.73518,100.52238,1261,1322,0,9,28.17582418,0,0,1,0
60440,0.08,13.75068,100.5383,13.75002,100.5381,1261,1261,0,1,10.5,0,0,2,0
60441,3.91,13.74992,100.53805,13.77045,100.54088,1261,1138,17,1,20.25454545,4,0,2,60
60462,0.14,13.75263,100.5372,13.75148,100.53688,1261,1261,0,1,20.66666667,0,0,2,0
60463,3.19,13.75253,100.53362,13.73527,100.52247,1261,1322,6,1,48.78571429,0,0,2,48
60465,1.88,13.74592,100.53243,13.73225,100.52635,1261,1384,5,7,30.42857143,1,1,3,43
60472,0.29,13.74495,100.53628,13.7459,100.53382,1261,1261,0,1,16.28571429,0,1,1,0
60473,11.08,13.74588,100.53302,13.70577,100.59988,1261,1515,12,1,59.05714286,2,1,1,97
60478,15.11,13.75125,100.53162,13.73697,100.51885,1261,1321,0,39,29.06451613,0,0,5,0
60494,4.04,13.74627,100.53355,13.72453,100.52327,1261,1384,0,17,27.8,0,1,0,0
60544,1.36,13.75045,100.54025,13.74408,100.54173,1262,1324,0,8,18.25,0,0,2,0
60545,2.1,13.74413,100.54108,13.73557,100.54492,1324,1324,6,8,32.2962963,0,0,2,42
60546,0.88,13.7354,100.54575,13.74285,100.5473,1324,1324,0,2,33.4,0,0,2,0
60547,1.92,13.74307,100.54735,13.74605,100.53007,1324,1261,9,2,28.42105263,0,0,2,41
60556,2.59,13.75132,100.53682,13.73503,100.52915,1261,1322,0,7,31.15384615,0,0,2,0
60582,4.31,13.73815,100.55823,13.7285,100.5343,1325,1385,0,17,25.07407407,0,3,5,0
60590,11.67,13.75142,100.53857,13.74298,100.50345,1261,1320,0,26,32.72289157,0,0,3,0
60609,21.99,13.74303,100.54737,13.64398,100.68133,1324,-1,28,15,57.12857143,0,4,2,165
60612,5.2,13.75112,100.53693,13.72737,100.5232,1261,1384,0,15,27.97183099,0,1,3,0
60617,2.18,13.74748,100.52357,13.76397,100.5262,1260,1198,17,7,23.29032258,7,3,5,56
60677,11.91,13.74722,100.52533,13.7164,100.53275,1260,1447,23,3,42.44036697,2,0,2,102
60681,6.98,13.74502,100.53845,13.73312,100.56385,1261,1388,14,7,39.46031746,3,2,13,75
60686,1.44,13.73905,100.55755,13.74215,100.55278,1325,1325,0,8,22.19354839,0,6,6,0
60687,9.68,13.74227,100.55267,13.6908,100.51825,1325,1631,13,8,53.22580645,0,6,6,84
60694,3,13.75087,100.5315,13.7292,100.5358,1261,1385,0,10,29.48717949,0,0,4,0
60698,1.37,13.7434,100.5462,13.7417,100.54347,1324,1324,0,5,21.83333333,0,0,1,0
60699,5.62,13.74138,100.5434,13.7294,100.56923,1324,1388,14,5,27.63414634,1,0,1,63
60728,6.12,13.75388,100.5416,13.72188,100.5172,1262,1445,18,0,27.34210526,2,0,2,68
60742,2.95,13.75123,100.53152,13.72952,100.53048,1261,1385,5,13,45.51219512,0,0,0,47
60754,4.53,13.75233,100.52722,13.73403,100.53852,1260,1385,8,7,41.50943396,2,2,2,59
60804,0.21,13.74307,100.54997,13.74315,100.54818,1324,1324,0,1,21,0,0,1,0
60805,5.36,13.74153,100.54747,13.7095,100.53092,1324,1509,11,1,40,1,0,1,62
60810,2.45,13.73778,100.54285,13.72498,100.52898,1324,1384,7,0,31,1,0,0,46
60820,7.63,13.74803,100.5407,13.76612,100.48813,1262,1132,12,21,47.79746835,0,3,1,72
60845,0.21,13.73965,100.5568,13.74053,100.55523,1325,1325,0,2,11,0,1,2,0
60846,3.55,13.74092,100.5547,13.73307,100.5334,1325,1385,9,2,26.35294118,2,1,2,54
60848,1.6,13.74553,100.53425,13.73862,100.53412,1261,1323,3,28,30.875,0,2,2,39
60850,4.88,13.74668,100.52777,13.75287,100.49342,1260,1257,17,7,24.13888889,3,3,0,63
60861,0.3,13.74278,100.54745,13.74033,100.5471,1324,1324,0,1,28,0,0,2,0
60862,10.83,13.73978,100.54738,13.76068,100.49658,1324,1195,33,1,27.11594203,4,0,2,99
60865,2.15,13.74702,100.52535,13.73242,100.53073,1260,1385,0,7,30.33333333,0,1,0,0
60894,14.35,13.7375,100.55988,13.70305,100.51712,1325,1569,17,1,71.62352941,0,1,2,114
60925,0.45,13.745,100.53875,13.74543,100.53472,1261,1261,0,2,12.5,0,1,2,0
60926,5.45,13.74582,100.53392,13.72215,100.55953,1261,1449,14,2,30.29787234,3,1,2,66
60943,3.57,13.7456,100.53543,13.72545,100.51667,1261,1383,12,16,33.23529412,1,6,6,52
60948,0.85,13.7436,100.55663,13.73757,100.55968,1325,1325,0,6,16.66666667,0,1,0,0
60976,0.59,13.74245,100.5522,13.74205,100.54755,1325,1324,0,2,10.16666667,0,0,2,0
60977,3.61,13.74107,100.54717,13.71757,100.55838,1324,1449,12,2,24.32432432,1,0,2,52
61002,0,13.75368,100.54153,13.75368,100.54153,1262,1262,0,0,12,0,0,0,0
61003,5.74,13.75373,100.5417,13.77832,100.57318,1262,1079,27,0,26,6,0,0,74
61018,2.18,13.74417,100.5533,13.72955,100.54518,1325,1386,0,9,23.9,0,1,1,0
61098,3.96,13.7446,100.53938,13.73323,100.52732,1261,1384,0,13,28.46808511,0,0,5,0
61152,4.19,13.7535,100.5226,13.74133,100.50623,1260,1320,0,17,17.83561644,0,5,4,0
61164,1.4,13.75208,100.54148,13.73983,100.5396,1262,1323,0,6,15.6,0,0,1,0
61166,2.67,13.73777,100.54662,13.72665,100.54332,1324,1386,0,24,31.33333333,0,0,2,0
61176,0.72,13.74663,100.54038,13.75295,100.5416,1262,1262,0,4,18.69230769,0,1,4,0
61177,3.32,13.75312,100.54162,13.7402,100.55613,1262,1325,21,4,19.2952381,9,1,4,67
61178,0.75,13.73992,100.55668,13.73535,100.56118,1325,1326,0,7,12.48275862,0,2,4,0
61206,0.47,13.7499,100.54315,13.74987,100.54188,1262,1262,0,1,24.5,0,0,1,0
61207,9.68,13.74985,100.54168,13.70923,100.49682,1262,1505,18,1,51.5,0,0,1,84
61220,10.37,13.74925,100.54847,13.73243,100.52847,1262,1384,0,30,28.97716895,0,3,1,0
61272,2.46,13.75247,100.53183,13.73472,100.53528,1261,1323,4,21,40.04761905,0,2,1,44
61274,2.49,13.7445,100.5396,13.75245,100.53367,1261,1261,6,4,26.47619048,0,0,1,44
61275,20.41,13.75263,100.5332,13.72852,100.47875,1261,1379,0,94,30.99047619,0,12,0,0
61285,0.24,13.73818,100.55822,13.73752,100.55703,1325,1325,0,1,19.55555556,0,0,3,0
61286,14.74,13.73772,100.55707,13.82822,100.5523,1325,767,24,1,42.7627907,2,0,3,120
61312,5.17,13.7417,100.54092,13.77158,100.56032,1324,1140,15,23,33.66336634,3,5,0,65
61361,1.41,13.75158,100.53153,13.74307,100.53518,1261,1323,0,9,26.4375,0,4,0,0
61365,0.88,13.73975,100.55605,13.74292,100.54895,1325,1324,0,4,15.1875,0,0,1,0
61366,14.82,13.74293,100.5487,13.7597,100.47005,1324,1193,29,4,40.66666667,2,0,1,121
61370,3.91,13.74445,100.5414,13.72273,100.5199,1262,1445,8,42,36.82352941,1,4,2,54
61409,0.32,13.74517,100.53785,13.74545,100.53513,1261,1261,0,3,14.15384615,0,0,3,0
61410,6.48,13.74548,100.53503,13.79613,100.55037,1261,953,26,3,34.57627119,1,0,3,68
61430,1.93,13.739,100.54298,13.7281,100.53312,1324,1385,0,4,32.85714286,0,0,4,0
61441,7.52,13.74502,100.53882,13.71295,100.5826,1261,1514,11,34,53.93103448,1,0,4,74
61456,1.17,13.73982,100.54753,13.74307,100.54378,1324,1324,0,4,25.22580645,0,1,5,0
61457,2.71,13.74277,100.54372,13.72457,100.54887,1324,1386,8,4,41.43478261,0,1,5,45
61539,4.17,13.73788,100.55805,13.72927,100.53618,1325,1385,0,7,48.70175439,0,0,6,0
61545,2.24,13.75298,100.52773,13.75013,100.51693,1260,1259,0,7,22.73015873,0,0,4,0
61567,0,13.74478,100.53085,13.74478,100.53085,1261,1261,0,0,4,0,0,0,0
61568,0.36,13.74483,100.53115,13.74432,100.5344,1261,1261,2,0,16.47058824,0,0,0,36
61617,5.68,13.74218,100.55287,13.72733,100.5251,1325,1384,13,13,40.62222222,1,3,6,64
61650,4.73,13.75137,100.53675,13.7257,100.54397,1261,1386,0,10,35.06666667,0,0,2,0
61680,9.33,13.73855,100.54838,13.73675,100.51858,1324,1321,0,31,29.07692308,0,2,3,0
61732,1.03,13.74943,100.5431,13.74227,100.54348,1262,1324,0,3,29.44,0,1,1,0
61733,10.89,13.74197,100.54338,13.76758,100.60113,1324,1144,26,3,37.4301676,4,1,1,99
61736,1.65,13.73982,100.55643,13.74195,100.55322,1325,1325,0,5,29.44444444,0,2,2,0
61737,2.66,13.74203,100.55305,13.75408,100.54042,1325,1262,4,5,40.86956522,0,2,2,45
61738,11.51,13.75388,100.54105,13.74002,100.55307,1262,1325,0,30,36.25615764,0,4,6,0
61739,1.1,13.74093,100.55302,13.74205,100.5566,1325,1325,10,30,12.85714286,4,4,6,45
61740,0.22,13.74183,100.55643,13.74,100.55623,1325,1325,0,3,8.25,0,2,4,0
61741,26.05,13.73962,100.55672,13.67635,100.43042,1325,1685,29,3,67.67032967,2,2,4,200
61780,1.82,13.74173,100.55862,13.74288,100.54867,1325,1324,0,9,14.75,0,1,1,0
61781,20.73,13.74282,100.54823,13.79745,100.71093,1324,969,47,9,33.54976303,3,1,1,162
61915,8.55,13.73435,100.5406,13.7244,100.49255,1324,1381,11,7,57.74468085,0,0,0,78
61918,1.15,13.74663,100.52705,13.74903,100.51673,1260,1259,0,5,25.10344828,0,2,4,0
61924,10.94,13.75108,100.5381,13.73772,100.51462,1261,1321,0,26,33.19266055,0,2,2,0
61946,0.05,13.74557,100.54027,13.74598,100.54037,1262,1262,0,0,9.5,0,0,1,0
61947,5.74,13.7462,100.54042,13.77912,100.56155,1262,1078,26,0,22.43023256,13,0,1,88
61980,3.71,13.7469,100.54943,13.74022,100.54717,1262,1324,0,7,34.59701493,0,1,6,0
61981,35.42,13.74008,100.54707,13.69287,100.75287,1324,-1,30,7,76.84313725,1,1,6,268
62044,0.11,13.74128,100.55773,13.74033,100.55748,1325,1325,0,1,11,0,0,1,0
62045,1.76,13.7401,100.55742,13.74175,100.55182,1325,1325,7,1,24.16,1,0,1,42
62046,0.17,13.74137,100.55185,13.74247,100.55125,1325,1325,0,1,9.555555556,0,0,2,0
62047,23.51,13.74243,100.55122,13.90122,100.53792,1325,-1,43,1,39.8953168,8,0,2,193
62065,2.49,13.75273,100.53263,13.73232,100.52792,1261,1384,4,10,44.15,0,0,1,44
62068,6.85,13.74182,100.55655,13.72798,100.5735,1325,1389,0,27,22.34065934,0,2,1,0
62087,1.73,13.75035,100.53893,13.75178,100.5291,1261,1260,6,25,22.12,1,9,1,42
62088,3.2,13.7519,100.52868,13.7412,100.54342,1260,1324,0,10,27.30769231,0,0,2,0
62089,35.96,13.74102,100.54343,13.69337,100.75125,1324,-1,39,10,62.37967914,5,0,2,280
62108,0.13,13.75348,100.53732,13.7525,100.53713,1261,1261,0,1,19.66666667,0,0,1,0
62109,16.36,13.7523,100.53702,13.77317,100.65693,1261,1149,19,1,54.38423645,1,0,1,129
62115,6.87,13.74065,100.5554,13.70663,100.60417,1325,1516,12,15,37.68695652,1,3,10,70
62126,0.63,13.74912,100.54878,13.74958,100.54335,1262,1262,0,3,30,0,0,4,0
62127,6.64,13.74977,100.5425,13.77752,100.57917,1262,1079,33,3,21.44,6,0,4,79
62138,0.76,13.74122,100.55497,13.73742,100.5603,1325,1326,0,4,11.65217391,0,1,0,0
62143,4.33,13.74545,100.53635,13.76013,100.55473,1261,1201,9,8,34.62650602,0,1,2,54
62148,2.48,13.74627,100.54068,13.73788,100.55967,1262,1325,0,24,25.17857143,0,1,4,0
62149,3.48,13.7376,100.55998,13.73112,100.58177,1325,1390,13,24,31.32394366,1,1,4,52
62153,11.42,13.7418,100.55292,13.82315,100.56793,1325,830,15,7,55.94117647,2,2,5,99
62295,1.52,13.73772,100.55945,13.73243,100.56917,1325,1388,0,7,15.54716981,0,2,4,0
62355,1.93,13.75283,100.54088,13.74387,100.54027,1262,1324,0,16,12.49462366,0,4,1,0
62356,1.05,13.74325,100.54018,13.74543,100.5347,1324,1261,11,16,18.25641026,5,4,1,46
62357,30.69,13.74563,100.53463,13.69915,100.48363,1261,1566,0,122,39.77186312,0,62,4,0
62366,7.21,13.74507,100.53592,13.70233,100.53317,1261,1571,18,12,41.61290323,1,1,1,72
62369,0.79,13.74465,100.53035,13.75168,100.53132,1261,1261,0,3,24.52631579,0,2,5,0
62370,1.42,13.75217,100.53138,13.7634,100.53712,1261,1199,4,3,30.48275862,0,2,5,38
62394,3.67,13.75387,100.52643,13.76165,100.5367,1260,1199,0,21,20.88888889,0,4,5,0
62396,0.06,13.75113,100.53168,13.75057,100.53158,1261,1261,0,0,18.66666667,0,0,1,0
62397,4.32,13.75023,100.53152,13.72173,100.51717,1261,1445,14,0,34.27906977,2,0,1,58
62487,3.57,13.74147,100.55402,13.72907,100.53437,1325,1385,0,11,27.53424658,0,0,5,0
62539,1.1,13.7432,100.55103,13.73808,100.55903,1325,1325,0,5,17.6,0,1,6,0
62540,1.26,13.73782,100.55905,13.73378,100.56737,1325,1388,10,5,10.7804878,6,1,6,49
62613,9.42,13.7457,100.5407,13.70177,100.53718,1262,1571,16,0,43.78082192,0,0,0,82
62660,1.25,13.74438,100.52322,13.73477,100.5241,1260,1322,0,7,23.02564103,0,1,7,0
62719,9.54,13.74103,100.54947,13.70752,100.59587,1324,1515,16,28,40.36363636,1,5,1,85
62727,1,13.74107,100.55495,13.73785,100.55865,1325,1325,6,13,13.09677419,3,11,8,42
62728,0.33,13.73805,100.5584,13.73993,100.55608,1325,1325,0,1,19.4,0,0,1,0
62729,5.52,13.74003,100.55587,13.76252,100.56743,1325,1202,20,1,22,4,0,1,69
62758,2.1,13.74027,100.55303,13.73752,100.55972,1325,1325,0,14,14.61333333,0,7,14,0
62759,1.56,13.73747,100.55985,13.72887,100.56895,1325,1388,7,14,28.3125,2,7,14,43
62786,7.3,13.74562,100.53563,13.77812,100.57237,1261,1079,14,17,40.33870968,1,3,3,73
62832,7.18,13.74187,100.55303,13.7725,100.57393,1325,1141,11,5,44.07407407,1,0,2,72
62857,0.23,13.75078,100.53945,13.75095,100.54108,1261,1262,0,2,7,0,2,2,0
62858,27.53,13.75128,100.54112,13.6338,100.42522,1262,1994,29,2,59.0239521,2,2,2,211
62899,0.09,13.74478,100.53057,13.74402,100.53042,1261,1323,0,1,17.5,0,0,0,0
62940,7.36,13.7417,100.55377,13.7897,100.57178,1325,1017,11,44,49.00970874,0,20,4,71
63002,13.06,13.7474,100.54058,13.77237,100.63118,1262,1147,18,4,51.07514451,0,0,1,105
63049,14.74,13.7379,100.55847,13.70257,100.48908,1325,1566,0,57,38.07782101,0,3,1,0
63066,12.41,13.75372,100.53007,13.70455,100.60127,1261,1516,20,35,49.08235294,2,1,2,105
63076,1.58,13.75413,100.53213,13.76588,100.53587,1261,1137,9,13,27.25714286,0,10,2,39
63118,5.4,13.73875,100.55803,13.76723,100.57822,1325,1141,11,51,38.75555556,0,0,3,60
63139,0.89,13.73793,100.54912,13.74297,100.5471,1324,1324,0,5,18.75862069,0,2,5,0
63140,1.82,13.74303,100.5469,13.74975,100.54228,1324,1262,3,5,37.87096774,0,2,5,41
63141,2.92,13.74977,100.54193,13.7379,100.55952,1262,1325,0,9,25.88888889,0,3,6,0
63142,34.86,13.73775,100.55965,13.6933,100.75062,1325,-1,49,9,59.30573248,1,3,6,264
63146,9.71,13.738,100.55855,13.7277,100.49913,1325,1381,21,15,42.86666667,0,4,6,84
63184,1.9,13.74432,100.54165,13.72975,100.53585,1262,1385,0,7,28.0952381,0,1,4,0
63246,0.24,13.75127,100.53727,13.75047,100.53927,1261,1261,0,2,8.933333333,0,2,3,0
63247,3.33,13.75028,100.53937,13.76157,100.55917,1261,1201,11,2,20.65346535,1,2,3,51
63275,5.05,13.7484,100.5311,13.77882,100.53825,1261,1075,33,73,18.70512821,12,31,8,82
63307,2.83,13.74963,100.5426,13.73457,100.54817,1262,1324,20,94,21.90243902,6,23,2,58
